Package Name,Dependant,Current,Wanted,Latest,Type,Critical,High,Moderate,Low,Info,Workspace,URL
,im-image-handler,7.1.0,7.3.1,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/sass-loader
,im-pack,7.1.0,7.3.1,10.1.0,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/sass-loader
,wcp-core,7.3.1,7.3.1,10.1.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/sass-loader
sass-resources-loader,im-pack,2.0.0,2.1.1,2.1.1,dependencies,false,false,false,false,false,,https://github.com/shakacode/sass-resources-loader#readme
selenium-standalone,im-styleguide,6.14.1,6.23.0,6.23.0,devDependencies,false,false,false,false,false,,https://github.com/vvo/selenium-standalone
semantic-release,generate-user-content,15.14.0,15.14.0,17.3.0,devDependencies,false,false,false,false,false,,https://github.com/semantic-release/semantic-release#readme
,im-platform-openid-connect,15.13.3,15.14.0,17.3.0,devDependencies,false,false,false,false,false,,https://github.com/semantic-release/semantic-release#readme
,my-hub,15.14.0,15.14.0,17.3.0,devDependencies,false,false,false,false,false,,https://github.com/semantic-release/semantic-release#readme
,recipes-frontend,15.14.0,15.14.0,17.3.0,devDependencies,false,false,false,false,false,,https://github.com/semantic-release/semantic-release#readme
,semantic-release-config,17.1.1,17.3.0,17.3.0,dependencies,false,false,false,false,false,,https://github.com/semantic-release/semantic-release#readme
shelljs,aws-build,0.8.3,0.8.4,0.8.4,dependencies,false,false,false,false,false,,http://github.com/shelljs/shelljs
shortid,im-fabric-ui-automation-framework,2.2.14,2.2.16,2.2.16,dependencies,false,false,false,false,false,,https://github.com/dylang/shortid#readme
sinon,im-editorial-ratings,7.5.0,7.5.0,9.2.1,devDependencies,false,false,false,false,false,,https://sinonjs.org/
,wcp-core,2.4.1,2.4.1,9.2.1,devDependencies,false,false,false,false,false,,https://sinonjs.org/
speedcurve,speedcurve,1.1.0,1.4.0,2.0.1,dependencies,false,false,false,false,false,,https://github.com/SpeedCurve-Metrics/speedcurve-cli#readme
storybook-chromatic,patchwork,3.5.5,3.5.5,4.0.2,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/chromaui/chromatic-cli#readme
string-strip-html,web-bff,4.4.7,4.5.1,7.0.3,dependencies,false,false,false,false,false,,https://codsen.com/os/string-strip-html/
style-loader,im-gallery,0.23.0,0.23.0,2.0.0,devDependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/webpack-contrib/style-loader
,im-image-handler,0.23.0,0.23.0,2.0.0,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/style-loader
,patchwork,0.23.1,0.23.1,2.0.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/style-loader
,wcp-core,0.13.2,0.13.2,2.0.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/style-loader
stylelint,im-editorial-lists,13.0.0,13.8.0,13.8.0,dependencies,false,false,false,false,false,,https://stylelint.io
,im-gallery,8.4.0,8.4.0,13.8.0,devDependencies,false,false,false,false,false,,https://stylelint.io
,im-image-handler,8.4.0,8.4.0,13.8.0,dependencies,false,false,false,false,false,,https://stylelint.io
,im-pack,9.10.1,9.10.1,13.8.0,dependencies,false,false,false,false,false,,https://stylelint.io
,stylelint-config,13.7.2,13.8.0,13.8.0,devDependencies,false,false,false,false,false,,https://stylelint.io
,wcp-core,9.10.1,9.10.1,13.8.0,devDependencies,false,false,false,false,false,,https://stylelint.io
stylelint-config-standard,wcp-core,18.3.0,18.3.0,20.0.0,devDependencies,false,false,false,false,false,,https://github.com/stylelint/stylelint-config-standard#readme
stylelint-webpack-plugin,im-pack,0.10.5,0.10.5,2.1.1,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/stylelint-webpack-plugin
,wcp-core,0.10.5,0.10.5,2.1.1,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/stylelint-webpack-plugin
svg-inline-loader,im-pack,0.8.0,0.8.2,0.8.2,dependencies,false,false,false,false,false,,https://github.com/sairion/svg-inline-loader
svgo,patchwork,1.2.2,1.3.2,1.3.2,devDependencies,false,false,false,false,false,,https://github.com/svg/svgo
terser-webpack-plugin,im-pack,1.2.1,1.4.5,5.0.3,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/terser-webpack-plugin
,static-component-generator,3.0.2,3.1.0,5.0.3,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/terser-webpack-plugin
,wcp-core,1.4.1,1.4.5,5.0.3,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/terser-webpack-plugin
time-fix-plugin,im-pack,2.0.5,2.0.7,2.0.7,dependencies,false,false,false,false,false,,https://github.com/egoist/time-fix-plugin#readme
title-case,patchwork,3.0.2,3.0.3,3.0.3,dependencies,false,false,false,false,false,@immediate_media/components,https://github.com/blakeembrey/change-case/tree/master/packages/title-case#readme
tough-cookie,im-platform-openid-connect,3.0.1,3.0.1,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/salesforce/tough-cookie
unfetch,web-bff,4.1.0,4.2.0,4.2.0,dependencies,false,false,false,false,false,,https://github.com/developit/unfetch
universal-url,im-fabric-ui-automation-framework,1.0.1,1.0.1,2.0.0,dependencies,false,false,false,false,false,,https://github.com/stevenvachon/universal-url#readme
url-loader,im-image-handler,1.1.2,1.1.2,4.1.1,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/url-loader
,wcp-core,0.5.9,0.5.9,4.1.1,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/url-loader
uuid,im-fabric-ui-automation-framework,8.2.0,8.3.1,8.3.1,dependencies,false,false,false,false,false,,https://github.com/uuidjs/uuid#readme
,patchwork,3.4.0,3.4.0,8.3.1,devDependencies,false,false,false,false,false,,https://github.com/uuidjs/uuid#readme
,wcp-core,3.3.3,3.4.0,8.3.1,dependencies,false,false,false,false,false,,https://github.com/uuidjs/uuid#readme
webpack,advertising,4.44.2,4.44.2,5.10.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack
,im-broadcast-listings,2.1.0-beta.22,2.1.0-beta.22,5.10.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack
,im-gallery,4.44.2,4.44.2,5.10.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack
,im-image-handler,4.36.1,4.44.2,5.10.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack
,im-pack,4.29.0,4.44.2,5.10.0,dependencies,false,false,false,false,false,,https://github.com/webpack/webpack
,im-styleguide,2.1.0-beta.22,2.1.0-beta.22,5.10.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack
,piano,4.44.2,4.44.2,5.10.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack
,static-component-generator,4.43.0,4.44.2,5.10.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack
,wcp-core,4.41.2,4.44.2,5.10.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack
webpack-bundle-analyzer,im-pack,3.0.3,3.9.0,4.2.0,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/webpack-bundle-analyzer
,static-component-generator,3.8.0,3.9.0,4.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/webpack-bundle-analyzer
,wcp-core,3.8.0,3.9.0,4.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/webpack-bundle-analyzer
webpack-cli,advertising,3.3.12,3.3.12,4.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack-cli#readme
,piano,3.3.12,3.3.12,4.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack-cli#readme
,static-component-generator,3.3.11,3.3.12,4.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack-cli#readme
,wcp-core,3.3.10,3.3.12,4.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack/webpack-cli#readme
webpack-manifest-plugin,advertising,2.2.0,2.2.0,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/shellscape/webpack-manifest-plugin
,im-gallery,2.2.0,2.2.0,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/shellscape/webpack-manifest-plugin
,im-image-handler,2.0.4,2.2.0,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/shellscape/webpack-manifest-plugin
,im-pack,2.0.4,2.2.0,3.0.0,dependencies,false,false,false,false,false,,https://github.com/shellscape/webpack-manifest-plugin
,piano,2.2.0,2.2.0,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/shellscape/webpack-manifest-plugin
,static-component-generator,2.2.0,2.2.0,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/shellscape/webpack-manifest-plugin
,wcp-core,2.2.0,2.2.0,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/shellscape/webpack-manifest-plugin
webpack-md5-hash,wcp-core,0.0.5,0.0.5,0.0.6,devDependencies,false,false,false,false,false,,https://github.com/erm0l0v/webpack-md5-hash
webpack-merge,wcp-core,3.0.0,3.0.0,5.4.0,devDependencies,false,false,false,false,false,,https://github.com/survivejs/webpack-merge
webpack-modernizr-loader,im-pack,4.0.1,4.0.1,5.0.0,dependencies,false,false,false,false,false,,https://github.com/itgalaxy/webpack-modernizr-loader
,wcp-core,4.0.1,4.0.1,5.0.0,devDependencies,false,false,false,false,false,,https://github.com/itgalaxy/webpack-modernizr-loader
webpack-node-externals,im-pack,1.7.2,1.7.2,2.5.2,dependencies,false,false,false,false,false,,https://github.com/liady/webpack-node-externals
webpack-require-from,im-pack,1.5.0,1.8.2,1.8.2,dependencies,false,false,false,false,false,,https://github.com/agoldis/webpack-require-from#readme
,wcp-core,1.8.0,1.8.2,1.8.2,dependencies,false,false,false,false,false,,https://github.com/agoldis/webpack-require-from#readme
webpack-stats-plugin,im-pack,0.2.1,0.2.1,1.0.2,dependencies,false,false,false,false,false,,https://github.com/FormidableLabs/webpack-stats-plugin#readme
webpackbar,im-pack,3.1.5,3.2.0,5.0.0-3,dependencies,false,false,false,false,false,,https://github.com/nuxt-contrib/webpackbar#readme
,wcp-core,3.2.0,3.2.0,5.0.0-3,devDependencies,false,false,false,false,false,,https://github.com/nuxt-contrib/webpackbar#readme
whatwg-fetch,wcp-core,2.0.4,2.0.4,3.5.0,dependencies,false,false,false,false,false,,https://github.com/github/fetch#readme
xml2js,im-fabric-ui-automation-framework,0.4.19,0.4.23,0.4.23,dependencies,false,false,false,false,false,,https://github.com/Leonidas-from-XIV/node-xml2js
yalc,patchwork,1.0.0-pre.35,1.0.0-pre.47,1.0.0-pre.47,devDependencies,false,false,false,false,false,,https://github.com/whitecolor/yalc
yargs,patchwork,15.3.1,15.4.1,16.2.0,devDependencies,false,false,false,false,false,,https://yargs.js.org/
,static-component-generator,15.3.1,15.4.1,16.2.0,devDependencies,false,false,false,false,false,,https://yargs.js.org/
,wcp-core,15.3.1,15.4.1,16.2.0,devDependencies,false,false,false,false,false,,https://yargs.js.org/
yarn,wcp-core,1.19.2,1.22.10,1.22.10,dependencies,false,false,false,false,false,,https://github.com/yarnpkg/yarn#readme
